0000000000,1,2,0.0,10,115
0000000001,2,2,0.0,10,115
0000000010,2,2,0.0,10,115
0000000011,2,2,0.0,10,115
0000000100,2,2,0.0,10,115
0000000101,2,2,0.0,10,115
0000000110,2,2,0.0,10,115
0000000111,2,2,0.0,10,115
0000001000,2,2,0.0,10,115
0000001001,2,2,0.0,10,115
0000001010,2,2,0.0,10,115
0000001011,2,2,0.0,10,115
0000001100,2,2,0.0,10,115
0000001101,2,2,0.0,10,115
0000001110,2,2,0.0,10,115
0000001111,2,2,0.0004985332489013672,10,115
0000010000,2,2,0.0,10,115
0000010001,2,2,0.0,10,115
0000010010,2,2,0.0,10,115
0000010011,2,2,0.0,10,115
0000010100,2,2,0.0,10,115
0000010101,2,2,0.0,10,115
0000010110,2,2,0.0,10,115
0000010111,2,2,0.0,10,115
0000011000,2,2,0.0,10,115
0000011001,2,2,0.0,10,115
0000011010,2,2,0.0,10,115
0000011011,2,2,0.0,10,115
0000011100,2,2,0.0,10,115
0000011101,2,2,0.0,10,115
0000011110,2,2,0.0,10,115
0000011111,2,2,0.0,10,115
0000100000,2,2,0.0,10,115
0000100001,2,2,0.0,10,115
0000100010,2,2,0.0,10,115
0000100011,2,2,0.0,10,115
0000100100,2,2,0.0005002021789550781,10,115
0000100101,2,2,0.0,10,115
0000100110,2,2,0.0,10,115
0000100111,2,2,0.0,10,115
0000101000,2,2,0.0,10,115
0000101001,2,2,0.0,10,115
0000101010,2,2,0.0,10,115
0000101011,2,2,0.0,10,115
0000101100,2,2,0.0,10,115
0000101101,2,2,0.0,10,115
0000101110,2,2,0.0,10,115
0000101111,2,2,0.0,10,115
0000110000,2,2,0.0,10,115
0000110001,2,2,0.0,10,115
0000110010,2,2,0.0,10,115
0000110011,2,2,0.0,10,115
0000110100,2,2,0.0,10,115
0000110101,2,2,0.0,10,115
0000110110,2,2,0.0,10,115
0000110111,2,2,0.0,10,115
0000111000,2,2,0.0,10,115
0000111001,2,2,0.0005011558532714844,10,115
0000111010,2,2,0.0,10,115
0000111011,2,2,0.0,10,115
0000111100,2,2,0.0,10,115
0000111101,2,2,0.0,10,115
0000111110,2,2,0.0,10,115
0000111111,2,2,0.0,10,115
0001000000,2,2,0.0,10,115
0001000001,2,2,0.0,10,115
0001000010,2,2,0.0,10,115
0001000011,2,2,0.0,10,115
0001000100,2,2,0.0,10,115
0001000101,2,2,0.0,10,115
0001000110,2,2,0.0,10,115
0001000111,2,2,0.0,10,115
0001001000,2,2,0.0,10,115
0001001001,2,2,0.0,10,115
0001001010,2,2,0.0,10,115
0001001011,2,2,0.0,10,115
0001001100,2,2,0.0,10,115
0001001101,2,2,0.0,10,115
0001001110,2,2,0.0,10,115
0001001111,2,2,0.0,10,115
0001010000,2,2,0.0,10,115
0001010001,2,2,0.0,10,115
0001010010,2,2,0.0,10,115
0001010011,2,2,0.0,10,115
0001010100,2,2,0.0,10,115
0001010101,2,2,0.0,10,115
0001010110,2,2,0.0,10,115
0001010111,2,2,0.0,10,115
0001011000,2,2,0.0,10,115
0001011001,2,2,0.0,10,115
0001011010,2,2,0.0,10,115
0001011011,2,2,0.0,10,115
0001011100,2,2,0.0,10,115
0001011101,2,2,0.0,10,115
0001011110,2,2,0.0,10,115
0001011111,2,2,0.0,10,115
0001100000,2,2,0.0,10,115
0001100001,2,2,0.0,10,115
0001100010,2,2,0.0,10,115
0001100011,2,2,0.0,10,115
0001100100,2,2,0.0,10,115
0001100101,2,2,0.0,10,115
0001100110,2,2,0.0,10,115
0001100111,2,2,0.0,10,115
0001101000,2,2,0.0,10,115
0001101001,2,2,0.0,10,115
0001101010,2,2,0.0,10,115
0001101011,2,2,0.0,10,115
0001101100,2,2,0.0,10,115
0001101101,2,2,0.0,10,115
0001101110,2,2,0.0,10,115
0001101111,2,2,0.0,10,115
0001110000,2,2,0.0,10,115
0001110001,2,2,0.0,10,115
0001110010,2,2,0.0,10,115
0001110011,2,2,0.0,10,115
0001110100,2,2,0.0,10,115
0001110101,2,2,0.0,10,115
0001110110,2,2,0.0,10,115
0001110111,2,2,0.000499725341796875,10,115
0001111000,2,2,0.0,10,115
0001111001,2,2,0.0,10,115
0001111010,2,2,0.0,10,115
0001111011,2,2,0.0,10,115
0001111100,2,2,0.0,10,115
0001111101,2,2,0.0,10,115
0001111110,2,2,0.0,10,115
0001111111,2,2,0.0,10,115
0010000000,2,2,0.0,10,115
0010000001,2,2,0.0,10,115
0010000010,2,2,0.0,10,115
0010000011,2,2,0.0,10,115
0010000100,2,2,0.0,10,115
0010000101,2,2,0.0,10,115
0010000110,2,2,0.0,10,115
0010000111,2,2,0.0,10,115
0010001000,2,2,0.0,10,115
0010001001,2,2,0.0,10,115
0010001010,2,2,0.0,10,115
0010001011,2,2,0.0,10,115
0010001100,2,2,0.000499725341796875,10,115
0010001101,2,2,0.0,10,115
0010001110,2,2,0.0,10,115
0010001111,2,2,0.0,10,115
0010010000,2,2,0.0,10,115
0010010001,2,2,0.0,10,115
0010010010,2,2,0.0,10,115
0010010011,2,2,0.0,10,115
0010010100,2,2,0.0,10,115
0010010101,2,2,0.0,10,115
0010010110,2,2,0.0,10,115
0010010111,2,2,0.0,10,115
0010011000,2,2,0.0,10,115
0010011001,2,2,0.0,10,115
0010011010,2,2,0.0,10,115
0010011011,2,2,0.0,10,115
0010011100,2,2,0.0,10,115
0010011101,2,2,0.0,10,115
0010011110,2,2,0.0,10,115
0010011111,2,2,0.0,10,115
0010100000,2,2,0.0,10,115
0010100001,2,2,0.0005028247833251953,10,115
0010100010,2,2,0.0,10,115
0010100011,2,2,0.0,10,115
0010100100,2,2,0.0,10,115
0010100101,2,2,0.0,10,115
0010100110,2,2,0.0,10,115
0010100111,2,2,0.0,10,115
0010101000,2,2,0.0,10,115
0010101001,2,2,0.0,10,115
0010101010,2,2,0.0,10,115
0010101011,2,2,0.0,10,115
0010101100,2,2,0.0,10,115
0010101101,2,2,0.0,10,115
0010101110,2,2,0.0,10,115
0010101111,2,2,0.0,10,115
0010110000,2,2,0.0,10,115
0010110001,2,2,0.0,10,115
0010110010,2,2,0.0,10,115
0010110011,2,2,0.0,10,115
0010110100,2,2,0.0,10,115
0010110101,2,2,0.0004994869232177734,10,115
0010110110,2,2,0.0,10,115
0010110111,2,2,0.0,10,115
0010111000,2,2,0.0,10,115
0010111001,2,2,0.0,10,115
0010111010,2,2,0.0,10,115
0010111011,2,2,0.0,10,115
0010111100,2,2,0.0,10,115
0010111101,2,2,0.0,10,115
0010111110,2,2,0.0,10,115
0010111111,2,2,0.0,10,115
0011000000,2,2,0.0,10,115
0011000001,2,2,0.0,10,115
0011000010,2,2,0.0,10,115
0011000011,2,2,0.0,10,115
0011000100,2,2,0.0,10,115
0011000101,2,2,0.0,10,115
0011000110,2,2,0.0,10,115
0011000111,2,2,0.0,10,115
0011001000,2,2,0.0,10,115
0011001001,2,2,0.0005002021789550781,10,115
0011001010,2,2,0.0,10,115
0011001011,2,2,0.0,10,115
0011001100,2,2,0.0,10,115
0011001101,2,2,0.0,10,115
0011001110,2,2,0.0,10,115
0011001111,2,2,0.0,10,115
0011010000,2,2,0.0,10,115
0011010001,2,2,0.0,10,115
0011010010,2,2,0.0,10,115
0011010011,2,2,0.0,10,115
0011010100,2,2,0.0,10,115
0011010101,2,2,0.0,10,115
0011010110,2,2,0.0,10,115
0011010111,2,2,0.0,10,115
0011011000,2,2,0.0,10,115
0011011001,2,2,0.0,10,115
0011011010,2,2,0.0,10,115
0011011011,2,2,0.0,10,115
0011011100,2,2,0.0,10,115
0011011101,2,2,0.0005013942718505859,10,115
0011011110,2,2,0.0,10,115
0011011111,2,2,0.0,10,115
0011100000,2,2,0.0,10,115
0011100001,2,2,0.0,10,115
0011100010,2,2,0.0,10,115
0011100011,2,2,0.0,10,115
0011100100,2,2,0.0,10,115
0011100101,2,2,0.0,10,115
0011100110,2,2,0.0,10,115
